File,/home/pi/Capstone/raspberryPi/images/james3.jpg,/home/pi/Capstone/raspberryPi/images/james4.jpg,/home/pi/Capstone/raspberryPi/images/jo21.jpg,/home/pi/Capstone/raspberryPi/images/joe3.jpg,/home/pi/Capstone/raspberryPi/images/joe4.jpg,/home/pi/Capstone/raspberryPi/images/ryan1.jpg,/home/pi/Capstone/raspberryPi/images/ryan2.jpg,/home/pi/Capstone/raspberryPi/images/ryan3.jpg,/home/pi/Capstone/raspberryPi/images/ryan4.jpg,/home/pi/Capstone/raspberryPi/images/ryan5.jpg
newimage.jpg,1.15409,1.12574,3.28528,2.73021,3.08048,0.652074,0.703613,0.72566,0.572516,0.49605
