File,Confidence,FTE,First_Eye_X,First_Eye_Y,FrameNumber,FrontalFace_X,FrontalFace_Y,FrontalFace_Width,FrontalFace_Height,Gender,Second_Eye_X,Second_Eye_Y
jo21.jpg,369664,false,1028,800,0,848,544,608,608,Female,1289,753
